datetime,epoch,decision,confidence,bet_amount_bnb,ml_score,bull_amount,bear_amount,total_amount,bull_payout,bear_payout,bull_percent,bear_percent,bet_ratio,whale_bet_side,max_bet_on_bull,max_bet_on_bear,bull_whales,bear_whales,current_streak,current_streak_type,skip_rounds_remaining,last_loss_epoch,live_bnb_price,lock_price_previous,price_difference,btc_price,btc_5min_change,btc_influence,real_price_volatility,price_momentum,current_hour,current_day_of_week,hourly_bull_rate,total_bet_log,streak_valid,last_round_price_change,big_move_detected,wallet_number,claimed,result,reward_amount
2025-09-15T21:28:18.905426,413154,bull,HIGH (Against bet ratio 0.17 + ML + Good bull hour 21),0.0018024533583479,0.0749815385842588,0.3398969491029358,1.955954667156349,2.295851616259285,6.754551996770056,1.173775473844234,14.8048308826135,85.1951691173865,0.1737754738442341,,0.0931797311309075,0.8368022645069632,0,1,3,BULL,0,,920.68864141,920.55515608,0.1334853299999849,115434.2,-0.0213669162014128,0.0,0.000350347690671,0.0051293230126472,21,0,0.6024096385542169,1.1926645916950152,True,0.2064189699999588,False,1,yes,win,0.0028707391683187
2025-09-15T23:00:11.693302,413172,bear,MEDIUM (Against bet ratio 2.70 + ML consensus),0.0011672967580583,-0.052835899939476,1.9257618387726507,0.7122386990477085,2.63800053782036,1.3698477582781683,3.703815225636392,73.00081297041001,26.99918702958999,2.7038152256363923,,1.0003782023769698,0.1736166000246,1,0,2,BEAR,0,,920.16964218,919.79888686,0.3707553199999438,115301.44,0.0116490864921751,0.0,0.0004353039786065,-0.0217632389256534,23,0,0.5185185185185185,1.291434227929993,True,-0.0229631400000016,False,1,yes,loss,-0.0011672967580583
2025-09-16T00:11:47.718218,413186,bear,MEDIUM (Against bet ratio 2.32 + ML consensus),0.0011239554821495,-0.0594289025258419,1.3083409148428489,0.5649996510496409,1.873340565892489,1.4318443645993488,3.3156490670609244,69.83999272014559,30.16000727985442,2.3156490670609244,,0.8702027434572841,0.2,1,0,2,BEAR,0,,918.75829,919.2218198,-0.4635298000000603,115226.2,-0.0468337187855131,0.0,0.0004893917095423,-0.0003898896496908,0,1,0.4698795180722891,1.055475313136281,True,-0.3550736799999185,False,3,yes,win,0.0012607964731619
2025-09-16T00:16:54.880201,413187,bear,MEDIUM (Against bet ratio 2.55 + ML consensus),0.0011038870871802,-0.0592006995866321,2.016316492273977,0.7904107574809933,2.80672724975497,1.3920072868072302,3.5509729886519947,71.83870440029409,28.16129559970592,2.550972988651995,,1.0,0.59492276860617,1,0,3,BEAR,0,,918.54129839,918.84193491,-0.3006365200000118,115227.0,0.0006942865424729,0.0,0.0004944240899289,0.0011213247093557,0,1,0.4698795180722891,1.3367698304300395,True,-0.3798848900000848,False,4,yes,loss,-0.0011038870871802
2025-09-16T06:49:47.718172,413264,bull,MEDIUM (Against bet ratio 0.33 + ML consensus),0.0011614221873443,0.0674981476012142,0.940289793799935,2.838173540763433,3.778463334563369,4.018403006687649,1.3313010216940464,24.88550795765742,75.11449204234258,0.3313010216940465,,0.1389301095154338,1.5,0,2,1,BEAR,0,,928.14026132,928.08088144,0.0593798800000513,115758.21,-0.029855056593332,0.0,0.0011971328460041,-0.0374993502706195,6,1,0.5957446808510638,1.5641190166933765,True,-0.4807170799999767,False,3,yes,loss,-0.0011614221873443
2025-09-16T16:00:41.765320,413372,bear,MEDIUM (Very strong ML signal: -0.263 + 🟢Streak x10),0.001126282089724,-0.2630399044433886,0.7975419895988355,1.1398105828814749,1.9373525724803105,2.429154323842938,1.6997144978094745,41.16658996032799,58.83341003967201,0.6997144978094744,,0.35,0.3179921503325811,0,0,10,BULL,0,,937.88447999,936.91165925,0.9728207400000884,115999.99,0.2485732725527374,0.0,0.0012241859205426,0.0471455554560754,16,1,0.5301204819277109,1.0775086901190036,True,3.6548460699999614,True,3,yes,win,0.0008553526444483
2025-09-16T17:07:01.896458,413385,bull,MEDIUM (Against bet ratio 0.32 + ML consensus),0.0010704132855647,0.0522677376056851,0.6546320715184271,2.0758556489625386,2.7304877204809657,4.171026503708513,1.31535529546363,23.974913588079275,76.02508641192073,0.3153552954636301,,0.1756613027952711,1.0,0,1,1,BULL,0,,941.61,936.34347607,5.266523930000062,116392.51,0.1509502734021479,0.0,0.0008525476254295,0.0068738221535759,17,1,0.4878048780487805,1.3165389812689992,True,1.40011106999998,False,4,yes,win,0.0020565691525402
2025-09-16T17:37:38.633780,413391,bear,MEDIUM (Very strong ML signal: -0.225),0.001131812928141,-0.225126729237421,0.738657940599713,0.8695693523434355,1.6082272929431485,2.1772287340977288,1.849452592376992,45.92994683282153,54.07005316717848,0.8494525923769918,,0.2412637757259871,0.315510704785672,0,0,1,BULL,0,,950.81402607,952.69172755,-1.8777014800000416,116423.29,-0.3463299434467285,-0.2,0.0030511429382035,0.1531479398427332,17,1,0.4878048780487805,0.9586707924690014,True,2.426482549999946,True,4,yes,loss,-0.001131812928141
2025-09-16T22:28:53.729221,413448,bear,HIGH (Against whale - ML too weak),0.0018865344438609,-0.0044430282403736,3.350630262348252,1.694936593601099,5.045566855949351,1.5058560512174273,2.9768469658380736,66.4074098710523,33.592590128947705,1.9768469658380727,bull,3.0767871789982366,0.35,1,0,1,BEAR,0,,957.03422907,956.68335278,0.3508762900000874,116864.01,-0.0283497074137388,0.0,0.0006113842147703,0.0121562064141191,22,1,0.6097560975609756,1.7993252523667076,True,-0.069526020000012,False,1,yes,win,0.0023506406284446
2025-09-16T23:14:46.965713,413457,bear,HIGH (Against whale - ML too weak),0.001886175590235,-0.0493470577780457,2.9602075451409124,1.0031372745436955,3.963344819684608,1.338873967195413,3.950949606062085,74.68962908396341,25.310370916036582,2.950949606062085,bull,2.06812592704949,0.333,1,0,2,BEAR,0,,956.10320703,956.36784273,-0.2646356999999852,116879.08,-0.0166383614917972,0.0,0.0007674655314821,0.0008265140086886,23,1,0.5185185185185185,1.6020798722664884,True,-0.0385424400000147,False,4,yes,win,0.0020578936844922
2025-09-17T12:20:24.801181,413611,bull,MEDIUM (Against bet ratio 0.54 + ML consensus),0.0011502024001899,0.0541923421694765,0.8185945135670158,1.5250906946462766,2.3436852082132926,2.863060000244458,1.5367513659617975,34.92766480320414,65.07233519679585,0.5367513659617977,,0.1276490762262936,0.8177896063959177,0,1,1,BULL,0,,951.8790872,953.06988129,-1.190794090000054,116266.6,-0.0567252908234835,0.0,0.0005325803743477,-0.0203706104763908,12,2,0.5180722891566265,1.207073554491503,True,0.7564712900000359,False,2,yes,win,0.0006894605003821
2025-09-17T18:32:41.842225,413684,bear,MEDIUM (Very strong ML signal: -0.239),0.0011515854800574,-0.2389937628151574,0.673064410957785,0.7063012616643145,1.3793656726220995,2.0493813818787903,1.9529423880282888,48.79521248910928,51.20478751089072,0.9529423880282888,,0.2638016382907532,0.25,0,0,2,BULL,0,,955.1008527,955.0831745,0.0176781999999775,115523.03,-0.3634327864534432,-0.2,0.0012998696746399,-0.0089081465670034,18,2,0.5421686746987951,0.8668339280511594,True,1.76014272000009,True,3,yes,win,0.0010070795248451
